"","Genus","Status","Abundance.average","overall.max"
"28"," AB1","BRD",0,0
"29"," Abditibacterium","BRD",2.43692275492636e-05,2.43692275492636e-05
"30"," Absconditabacteriale(SR1)","BRD",0.000530085960715439,0.000530085960715439
"31"," Acetitomaculum","BRD",0.000171699465751889,0.000171699465751889
"32"," Acetoanaerobium","BRD",7.43896808493465e-05,7.43896808493465e-05
"33"," Acetobacter","BRD",2.9361311259505e-05,2.9361311259505e-05
"34"," Acetobacteraceae","BRD",1.03243676754817e-06,1.03243676754817e-06
"35"," Acetobacterium","BRD",4.44893478634611e-06,4.44893478634611e-06
"36"," Acholeplasma","BRD",0.000119618081572592,0.000119618081572592
"37"," Acholeplasmataceae","BRD",0,0
"38"," Achromobacter","BRD",0.000243373884869489,0.000243373884869489
"39"," Acidaminobacter","BRD",0,0
"40"," Acidaminococcus","BRD",0.00011184182050527,0.00011184182050527
"41"," Acidibacter","BRD",1.21388907603012e-06,1.21388907603012e-06
"42"," Acinetobacter","BRD",0.0698995040795465,0.0698995040795465
"43"," Actinoalloteichus","BRD",0,0
"44"," Actinobacillus","BRD",0.000198206912635806,0.000198206912635806
"45"," Actinobacteria","BRD",1.55787985219904e-06,1.55787985219904e-06
"46"," Actinomyces","BRD",0.000413741937344158,0.000413741937344158
"47"," Actinomycetospora","BRD",1.17264406164101e-06,1.17264406164101e-06
"48"," Actinoplanes","BRD",0,0
"49"," Actinotalea","BRD",3.0025765397406e-06,3.0025765397406e-06
"50"," Adhaeribacter","BRD",1.2984475991281e-06,1.2984475991281e-06
"51"," Advenella","BRD",7.54419396016955e-05,7.54419396016955e-05
"52"," Aequorivita","BRD",0.00127908256194397,0.00127908256194397
"53"," Aeriscardovia","BRD",2.89683606859492e-06,2.89683606859492e-06
"54"," Aerococcaceae","BRD",0.000886779280286252,0.000886779280286252
"55"," Aerococcus","BRD",0.0166291667461364,0.0166291667461364
"56"," Aeromicrobium","BRD",0.000100268543652908,0.000100268543652908
"57"," Aeromonas","BRD",4.09280119180393e-05,4.09280119180393e-05
"58"," Aerosphaera","BRD",0.000488953740947502,0.000488953740947502
"59"," Aestuariicella","BRD",1.36837130153184e-07,1.36837130153184e-07
"60"," Agaricicola","BRD",1.83677771542153e-06,1.83677771542153e-06
"61"," Agathobacter","BRD",9.14690990888363e-05,9.14690990888363e-05
"62"," Aggregatibacter","BRD",0,0
"63"," Agromyces","BRD",9.08781510294904e-07,9.08781510294904e-07
"64"," AKAU3644","BRD",2.23647666092724e-05,2.23647666092724e-05
"65"," AKIW781","BRD",1.8381104702951e-06,1.8381104702951e-06
"66"," Akkermansia","BRD",0.000138315205677931,0.000138315205677931
"67"," AKYG1722","BRD",5.31331700551018e-07,5.31331700551018e-07
"68"," Alcaligenaceae","BRD",8.96459335705017e-05,8.96459335705017e-05
"69"," Alcaligenes","BRD",0.000882717572764181,0.000882717572764181
"70"," Alcanivorax","BRD",6.93429886176167e-06,6.93429886176167e-06
"71"," Algoriphagus","BRD",5.62901401746839e-05,5.62901401746839e-05
"72"," Aliicoccus","BRD",2.56394610677156e-05,2.56394610677156e-05
"73"," Aliidiomarina","BRD",0.000230142456399364,0.000230142456399364
"74"," Aliifodinibius","BRD",6.23688850114846e-07,6.23688850114846e-07
"75"," Aliihoeflea","BRD",1.67793803430628e-05,1.67793803430628e-05
"76"," Alishewanella","BRD",0.000789721661893327,0.000789721661893327
"77"," Alistipes","BRD",9.55300239012199e-05,9.55300239012199e-05
"78"," Aliterella","BRD",2.83672712512746e-05,2.83672712512746e-05
"79"," Alkalibacter","BRD",2.60268774357904e-07,2.60268774357904e-07
"80"," Alkalibacterium","BRD",0.000154244147883377,0.000154244147883377
"81"," Alkalibaculum","BRD",1.90841258414913e-05,1.90841258414913e-05
"82"," Alkaliphilus","BRD",7.42935795958015e-07,7.42935795958015e-07
"83"," Alkanindiges","BRD",0,0
"84"," Allisonella","BRD",1.94310586795263e-05,1.94310586795263e-05
"85"," Allobaculum","BRD",2.55566109185568e-06,2.55566109185568e-06
"86"," Allofustis","BRD",4.63708116144044e-07,4.63708116144044e-07
"87"," Alloiococcus","BRD",2.04274295932037e-05,2.04274295932037e-05
"88"," Alloprevotella","BRD",0.00197980468495599,0.00197980468495599
"89"," Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","BRD",0.00168673120025126,0.00168673120025126
"90"," Alphaproteobacteria","BRD",6.01624770810305e-06,6.01624770810305e-06
"91"," Altererythrobacter","BRD",7.59589751932755e-05,7.59589751932755e-05
"92"," Alysiella","BRD",0.00114759368188752,0.00114759368188752
"93"," Amaricoccus","BRD",2.64814881238718e-06,2.64814881238718e-06
"94"," Aminobacter","BRD",0.00029300635512271,0.00029300635512271
"95"," Ammoniibacillus","BRD",0,0
"96"," Ammoniphilus","BRD",1.62077286229784e-07,1.62077286229784e-07
"97"," Amnibacterium","BRD",4.13587302406598e-06,4.13587302406598e-06
"98"," Amnipila","BRD",0,0
"99"," Amphibacillus","BRD",1.26868061048854e-05,1.26868061048854e-05
"100"," Amycolatopsis","BRD",0,0
"101"," Anaerobiospirillum","BRD",1.29519306363672e-06,1.29519306363672e-06
"102"," Anaerocella","BRD",8.6298774988889e-06,8.6298774988889e-06
"103"," Anaerococcus","BRD",3.46529635604872e-05,3.46529635604872e-05
"104"," Anaerocolumna","BRD",4.08373563801223e-06,4.08373563801223e-06
"105"," Anaerofilum","BRD",1.64306648376644e-06,1.64306648376644e-06
"106"," Anaeromusa-Anaeroarcus","BRD",3.79047468872622e-07,3.79047468872622e-07
"107"," Anaeroplasma","BRD",1.64666844742252e-05,1.64666844742252e-05
"108"," Anaerosalibacter","BRD",0,0
"109"," Anaerosporobacter","BRD",2.2899574033988e-05,2.2899574033988e-05
"110"," Anaerostignum","BRD",3.67202949557404e-06,3.67202949557404e-06
"111"," Anaerostipes","BRD",1.12740923676053e-05,1.12740923676053e-05
"112"," Anaerovibrio","BRD",0.000503723545793653,0.000503723545793653
"113"," Anaerovoracaceae","BRD",1.5156100775773e-05,1.5156100775773e-05
"114"," Anaerovorax","BRD",9.50916955903761e-06,9.50916955903761e-06
"115"," Angelakisella","BRD",1.32158968737135e-06,1.32158968737135e-06
"116"," Antarcticibacterium","BRD",1.19988092405059e-05,1.19988092405059e-05
"117"," Antricoccus","BRD",6.07350210269392e-06,6.07350210269392e-06
"118"," Aquabacterium","BRD",5.42898865592791e-06,5.42898865592791e-06
"119"," Aquamicrobium","BRD",3.89076748112102e-07,3.89076748112102e-07
"120"," Aquaspirillum","BRD",4.52832922764817e-07,4.52832922764817e-07
"121"," Aquiflexum","BRD",1.0456666387852e-05,1.0456666387852e-05
"122"," Aquisphaera","BRD",4.09742721132495e-06,4.09742721132495e-06
"123"," Aquitalea","BRD",0,0
"124"," Arachidicoccus","BRD",0,0
"125"," Arcanobacterium","BRD",0,0
"126"," Arcicella","BRD",2.24539620801979e-07,2.24539620801979e-07
"127"," Arcobacter","BRD",2.54869095400357e-05,2.54869095400357e-05
"128"," Arcobacteraceae","BRD",1.39790425977699e-05,1.39790425977699e-05
"129"," Arcticibacter","BRD",1.54236189883689e-06,1.54236189883689e-06
"130"," Arenibacter","BRD",2.39464977768071e-06,2.39464977768071e-06
"131"," Arenimonas","BRD",3.70192525017469e-06,3.70192525017469e-06
"132"," Aridibacter","BRD",2.0259660778723e-07,2.0259660778723e-07
"133"," Armatimonadales","BRD",8.6632381035548e-07,8.6632381035548e-07
"134"," Armatimonas","BRD",0,0
"135"," Arthrobacter","BRD",0.000455861216855069,0.000455861216855069
"136"," Atopobiaceae","BRD",1.30504878248025e-06,1.30504878248025e-06
"137"," Atopobium","BRD",1.56531764255311e-05,1.56531764255311e-05
"138"," Atopococcus","BRD",2.41561147581093e-06,2.41561147581093e-06
"139"," Atopostipes","BRD",0.00170956368392568,0.00170956368392568
"140"," Aurantimicrobium","BRD",1.68715007452985e-06,1.68715007452985e-06
"141"," Aurantisolimonas","BRD",0,0
"142"," Aureimonas","BRD",7.65204301974811e-05,7.65204301974811e-05
"143"," Azoarcus","BRD",1.89759266747414e-06,1.89759266747414e-06
"144"," Azospirillum","BRD",0,0
"145"," Babeliales","BRD",6.66103143407344e-07,6.66103143407344e-07
"146"," Bacillaceae","BRD",6.18746070983322e-05,6.18746070983322e-05
"147"," Bacillales","BRD",0.000152941912658832,0.000152941912658832
"148"," Bacilli","BRD",1.73748843267076e-06,1.73748843267076e-06
"149"," Bacillus","BRD",0.000557309808517353,0.000557309808517353
"150"," Bacteriovorax","BRD",5.42731616276732e-06,5.42731616276732e-06
"151"," BacteroidaleRF16_group","BRD",3.02556677271507e-05,3.02556677271507e-05
"152"," Bacteroidales","BRD",3.48723671362812e-06,3.48723671362812e-06
"153"," BacteroidaleUCG-001","BRD",6.70080503471687e-07,6.70080503471687e-07
"154"," Bacteroides","BRD",0.00706409173555807,0.00706409173555807
"155"," BacteroideteVC2.1_Bac22","BRD",3.03164664991147e-06,3.03164664991147e-06
"156"," Bacteroidia","BRD",0,0
"157"," Barnesiella","BRD",1.12402352658404e-05,1.12402352658404e-05
"158"," Bavariicoccus","BRD",1.40996061979989e-06,1.40996061979989e-06
"159"," BD1-7_clade","BRD",4.95061570435147e-06,4.95061570435147e-06
"160"," Bdellovibrio","BRD",9.00210873211788e-06,9.00210873211788e-06
"161"," Beijerinckiaceae","BRD",3.05098212809033e-06,3.05098212809033e-06
"162"," Belnapia","BRD",0,0
"163"," Bergeyella","BRD",0.00321421010938,0.00321421010938
"164"," Berkelbacteria","BRD",0,0
"165"," Beutenbergiaceae","BRD",5.15150342666931e-05,5.15150342666931e-05
"166"," Bhargavaea","BRD",6.78953946375145e-07,6.78953946375145e-07
"167"," Bibersteinia","BRD",0.0028390542261349,0.0028390542261349
"168"," Bifidobacteriaceae","BRD",1.64482868556654e-06,1.64482868556654e-06
"169"," Bifidobacterium","BRD",0.00149176789492224,0.00149176789492224
"170"," Bilophila","BRD",1.78096268740989e-05,1.78096268740989e-05
"171"," Blastocatella","BRD",1.20853223759744e-05,1.20853223759744e-05
"172"," Blastocatellaceae","BRD",8.5241027786447e-06,8.5241027786447e-06
"173"," Blastococcus","BRD",2.220208612038e-06,2.220208612038e-06
"174"," Blastomonas","BRD",0,0
"175"," Blastopirellula","BRD",3.17855235144236e-06,3.17855235144236e-06
"176"," Blautia","BRD",0.00117245225269706,0.00117245225269706
"177"," Blfdi19","BRD",3.21577405289697e-06,3.21577405289697e-06
"178"," Bogoriella","BRD",3.5153371043598e-06,3.5153371043598e-06
"179"," Bordetella","BRD",0.000151645239115406,0.000151645239115406
"180"," Bosea","BRD",7.64909519367975e-06,7.64909519367975e-06
"181"," Brachybacterium","BRD",0.000590445603973423,0.000590445603973423
"182"," Brachymonas","BRD",0,0
"183"," Bradymonadaceae","BRD",2.01594699599949e-06,2.01594699599949e-06
"184"," Bradymonadales","BRD",1.33739823380824e-05,1.33739823380824e-05
"185"," Bradyrhizobium","BRD",0,0
"186"," Brevibacillus","BRD",0,0
"187"," Brevibacterium","BRD",0.000620487037300922,0.000620487037300922
"188"," Brevundimonas","BRD",0.00722818465761638,0.00722818465761638
"189"," Breznakia","BRD",2.21116208235172e-06,2.21116208235172e-06
"190"," Brochothrix","BRD",1.20300994255909e-05,1.20300994255909e-05
"191"," Brumimicrobium","BRD",6.19593455682761e-05,6.19593455682761e-05
"192"," Bryobacter","BRD",1.6782024437984e-06,1.6782024437984e-06
"193"," BSV13","BRD",6.6099969594014e-07,6.6099969594014e-07
"194"," Burkholderia-Caballeronia-Paraburkholderia","BRD",4.51434196364652e-06,4.51434196364652e-06
"195"," Burkholderiaceae","BRD",1.18038309904633e-05,1.18038309904633e-05
"196"," Burkholderiales","BRD",0,0
"197"," Butyricicoccaceae","BRD",0,0
"198"," Butyricicoccus","BRD",4.24320853796915e-05,4.24320853796915e-05
"199"," Butyricimonas","BRD",2.81451425397171e-05,2.81451425397171e-05
"200"," Butyrivibrio","BRD",5.15410566835714e-06,5.15410566835714e-06
"201"," C0119","BRD",0,0
"202"," C1-B045","BRD",2.21756206811921e-06,2.21756206811921e-06
"203"," Caedibacter","BRD",0,0
"204"," Caenarcaniphilales","BRD",4.44068762271563e-06,4.44068762271563e-06
"205"," CAG-352","BRD",1.13314954809961e-05,1.13314954809961e-05
"206"," CAG-56","BRD",6.05318942871589e-06,6.05318942871589e-06
"207"," Caldibacillus","BRD",0,0
"208"," Caldicoprobacter","BRD",2.90409052813467e-05,2.90409052813467e-05
"209"," Caloramatoraceae","BRD",2.11338701759035e-07,2.11338701759035e-07
"210"," Caloribacterium","BRD",2.08498611920491e-06,2.08498611920491e-06
"211"," Camelimonas","BRD",1.34494328139479e-05,1.34494328139479e-05
"212"," Campylobacter","BRD",9.33567259595581e-05,9.33567259595581e-05
"213"," CandidatuAlysiosphaera","BRD",0,0
"214"," CandidatuArthromitus","BRD",7.24962022864432e-07,7.24962022864432e-07
"215"," CandidatuAzambacteria","BRD",4.06923975846173e-06,4.06923975846173e-06
"216"," CandidatuBerkiella","BRD",1.5700701252511e-06,1.5700701252511e-06
"217"," CandidatuCampbellbacteria","BRD",0,0
"218"," CandidatuKaiserbacteria","BRD",0,0
"219"," CandidatuLloydbacteria","BRD",3.24230623426752e-07,3.24230623426752e-07
"220"," CandidatuMethanomethylophilus","BRD",2.94665030686416e-07,2.94665030686416e-07
"221"," CandidatuMethanoplasma","BRD",5.10573333957541e-06,5.10573333957541e-06
"222"," CandidatuNitrocosmicus","BRD",5.8278345604786e-06,5.8278345604786e-06
"223"," CandidatuNomurabacteria","BRD",5.02595306931738e-06,5.02595306931738e-06
"224"," CandidatuOmnitrophus","BRD",0,0
"225"," CandidatuParacaedibacter","BRD",0,0
"226"," CandidatuPlanktoluna","BRD",0,0
"227"," CandidatuProtochlamydia","BRD",0,0
"228"," CandidatuSaccharimonas","BRD",0,0
"229"," CandidatuSoleaferrea","BRD",0,0
"230"," CandidatuSolibacter","BRD",8.5696742366884e-07,8.5696742366884e-07
"231"," CandidatuStoquefichus","BRD",0,0
"232"," CandidatuUdaeobacter","BRD",2.34737684393493e-07,2.34737684393493e-07
"233"," CandidatuVogelbacteria","BRD",0,0
"234"," CandidatuXiphinematobacter","BRD",0,0
"235"," CandidatuYonathbacteria","BRD",0,0
"236"," CandidatuZambryskibacteria","BRD",0,0
"237"," Candidimonas","BRD",2.02978552697844e-05,2.02978552697844e-05
"238"," Capnocytophaga","BRD",1.41514067617468e-05,1.41514067617468e-05
"239"," Caproiciproducens","BRD",7.04548152324771e-07,7.04548152324771e-07
"240"," Carnobacteriaceae","BRD",0.00209750928021376,0.00209750928021376
"241"," Carnobacterium","BRD",0.00170824183058637,0.00170824183058637
"242"," Castellaniella","BRD",7.93080216495037e-07,7.93080216495037e-07
"243"," Catellicoccus","BRD",2.65665850275509e-07,2.65665850275509e-07
"244"," Catenibacterium","BRD",5.06257815916625e-07,5.06257815916625e-07
"245"," Catenisphaera","BRD",4.91720787718163e-05,4.91720787718163e-05
"246"," Catonella","BRD",4.12531042960983e-06,4.12531042960983e-06
"247"," Caulobacter","BRD",1.1356618370284e-06,1.1356618370284e-06
"248"," Caviibacter","BRD",0.00417726889288684,0.00417726889288684
"249"," Cellulomonas","BRD",8.72800036505524e-06,8.72800036505524e-06
"250"," Cellulosilyticum","BRD",3.01951217051022e-06,3.01951217051022e-06
"251"," Cellulosimicrobium","BRD",1.40996061979989e-06,1.40996061979989e-06
"252"," Cellvibrio","BRD",8.11301970262991e-05,8.11301970262991e-05
"253"," Cellvibrionaceae","BRD",1.14148463016409e-06,1.14148463016409e-06
"254"," Cerasicoccus","BRD",2.82581186987928e-07,2.82581186987928e-07
"255"," Cereibacter","BRD",6.60093456031505e-07,6.60093456031505e-07
"256"," Cesiribacter","BRD",1.6535879460411e-06,1.6535879460411e-06
"257"," Chelativorans","BRD",7.67588425227101e-07,7.67588425227101e-07
"258"," Chelatococcus","BRD",0,0
"259"," Chishuiella","BRD",2.76784093015067e-06,2.76784093015067e-06
"260"," Chitinivorax","BRD",7.80988758977815e-06,7.80988758977815e-06
"261"," Chitinophaga","BRD",0,0
"262"," Chitinophagaceae","BRD",0.00175288780284209,0.00175288780284209
"263"," CHKCI001","BRD",1.26185920087939e-05,1.26185920087939e-05
"264"," CHKCI002","BRD",3.20423367218991e-05,3.20423367218991e-05
"265"," Chlamydia","BRD",7.5649425491645e-05,7.5649425491645e-05
"266"," Christensenella","BRD",2.96710246337324e-06,2.96710246337324e-06
"267"," Christensenellaceae","BRD",1.35389169388258e-05,1.35389169388258e-05
"268"," Christensenellaceae_R-7_group","BRD",0.00216292410334047,0.00216292410334047
"269"," Chryseobacterium","BRD",0.00605054646852522,0.00605054646852522
"270"," Chryseolinea","BRD",2.609486039337e-06,2.609486039337e-06
"271"," Chryseomicrobium","BRD",2.27049992611557e-06,2.27049992611557e-06
"272"," Chthoniobacter","BRD",1.27618748795114e-05,1.27618748795114e-05
"273"," Chthoniobacteraceae","BRD",8.21022780919102e-07,8.21022780919102e-07
"274"," Chthoniobacterales","BRD",6.84185650765918e-07,6.84185650765918e-07
"275"," Chthonomonadales","BRD",1.04509873683914e-05,1.04509873683914e-05
"276"," Citricoccus","BRD",2.75372885708158e-05,2.75372885708158e-05
"277"," CL500-29_marine_group","BRD",0,0
"278"," Clavibacter","BRD",0.000242156212449401,0.000242156212449401
"279"," Cloacibacillus","BRD",0.000230318944172975,0.000230318944172975
"280"," Cloacibacterium","BRD",6.49830929201103e-06,6.49830929201103e-06
"281"," Clostridia","BRD",4.10361930359298e-05,4.10361930359298e-05
"282"," Clostridia_UCG-014","BRD",0.000407345386937652,0.000407345386937652
"283"," Clostridia_vadinBB60_group","BRD",0.000154632756983436,0.000154632756983436
"284"," Clostridiaceae","BRD",4.42973536052199e-07,4.42973536052199e-07
"285"," Clostridiisalibacter","BRD",0,0
"286"," Clostridioides","BRD",2.62481234740019e-05,2.62481234740019e-05
"287"," Clostridium_sensu_strict1","BRD",0.000569387093022097,0.000569387093022097
"288"," Clostridium_sensu_strict10","BRD",0,0
"289"," Clostridium_sensu_strict12","BRD",0,0
"290"," Clostridium_sensu_strict13","BRD",3.59967586364487e-06,3.59967586364487e-06
"291"," Clostridium_sensu_strict19","BRD",0,0
"292"," Clostridium_sensu_strict2","BRD",1.50031366550211e-05,1.50031366550211e-05
"293"," Clostridium_sensu_strict3","BRD",6.15767085689327e-07,6.15767085689327e-07
"294"," Clostridium_sensu_strict6","BRD",4.30610921583851e-06,4.30610921583851e-06
"295"," Clostridium_sensu_strict7","BRD",8.81371961222278e-07,8.81371961222278e-07
"296"," Clostridium_sensu_strict9","BRD",6.15820318410775e-07,6.15820318410775e-07
"297"," Cnuella","BRD",0,0
"298"," Colidextribacter","BRD",7.60031631587606e-05,7.60031631587606e-05
"299"," Collinsella","BRD",0.00152064161883361,0.00152064161883361
"300"," Comamonadaceae","BRD",0.00468609196242711,0.00468609196242711
"301"," Comamonas","BRD",0.00199420454964137,0.00199420454964137
"302"," Conchiformibius","BRD",6.47794133578965e-06,6.47794133578965e-06
"303"," Conexibacter","BRD",0,0
"304"," Confluentibacter","BRD",9.4346609699298e-06,9.4346609699298e-06
"305"," Constrictibacter","BRD",7.67588425227101e-07,7.67588425227101e-07
"306"," Coprobacter","BRD",2.45786892403395e-06,2.45786892403395e-06
"307"," Coprococcus","BRD",0.000842977139893422,0.000842977139893422
"308"," Corallococcus","BRD",1.59399510165305e-07,1.59399510165305e-07
"309"," Coriobacteriaceae","BRD",4.59016273044912e-07,4.59016273044912e-07
"310"," Coriobacteriales","BRD",5.18359303837663e-06,5.18359303837663e-06
"311"," Corticibacter","BRD",4.406142056198e-05,4.406142056198e-05
"312"," Corynebacteriaceae","BRD",5.25911667876264e-07,5.25911667876264e-07
"313"," Corynebacterium","BRD",0.0160659618619839,0.0160659618619839
"314"," Coxiella","BRD",0,0
"315"," CPla-3_termite_group","BRD",0,0
"316"," CPla-4_termite_group","BRD",2.1587681810437e-05,2.1587681810437e-05
"317"," Craurococcus-Caldovatus","BRD",1.14230622488354e-06,1.14230622488354e-06
"318"," Crocinitomicaceae","BRD",1.30568636925492e-06,1.30568636925492e-06
"319"," Crocinitomix","BRD",3.13709841611038e-07,3.13709841611038e-07
"320"," Cryobacterium","BRD",1.25537236604047e-06,1.25537236604047e-06
"321"," Cryomorpha","BRD",3.28592219472153e-06,3.28592219472153e-06
"322"," Cupriavidus","BRD",0,0
"323"," Curtobacterium","BRD",0.000410209570713059,0.000410209570713059
"324"," Curvibacter","BRD",2.44237819249359e-06,2.44237819249359e-06
"325"," Cyclobacteriaceae","BRD",2.48441748485261e-05,2.48441748485261e-05
"326"," Cytophaga","BRD",2.3763092790619e-06,2.3763092790619e-06
"327"," D05-2","BRD",2.58630890514524e-06,2.58630890514524e-06
"328"," Defluviicoccus","BRD",0,0
"329"," Defluviitaleaceae_UCG-011","BRD",1.33848546153858e-05,1.33848546153858e-05
"330"," Deinococcus","BRD",0.00120818406712506,0.00120818406712506
"331"," Delftia","BRD",8.79743312015393e-07,8.79743312015393e-07
"332"," Demequina","BRD",7.09579881342417e-06,7.09579881342417e-06
"333"," Denitrobacterium","BRD",5.4888049823184e-06,5.4888049823184e-06
"334"," Dermacoccaceae","BRD",5.23362154479882e-06,5.23362154479882e-06
"335"," Dermacoccus","BRD",0,0
"336"," Dermatophilaceae","BRD",7.76472872751839e-06,7.76472872751839e-06
"337"," Desemzia","BRD",8.80338287013959e-05,8.80338287013959e-05
"338"," Desulfobulbus","BRD",2.50659665742203e-06,2.50659665742203e-06
"339"," Desulfohalotomaculum","BRD",1.24737770022969e-07,1.24737770022969e-07
"340"," Desulfomicrobium","BRD",0,0
"341"," Desulfomonile","BRD",1.29608748220194e-06,1.29608748220194e-06
"342"," Desulfonispora","BRD",3.46822764746211e-07,3.46822764746211e-07
"343"," Desulfoprunum","BRD",0,0
"344"," Desulfosporosinus","BRD",0,0
"345"," Desulfotalea","BRD",0,0
"346"," Desulfovibrio","BRD",9.87337595613944e-05,9.87337595613944e-05
"347"," Desulfovibrionaceae","BRD",0,0
"348"," DEV114","BRD",1.3289206081566e-06,1.3289206081566e-06
"349"," Devosia","BRD",0.000246127504957151,0.000246127504957151
"350"," Devosiaceae","BRD",5.24945603291016e-06,5.24945603291016e-06
"351"," dgA-11_gut_group","BRD",1.68058678169254e-05,1.68058678169254e-05
"352"," Dialister","BRD",0.000141664455834116,0.000141664455834116
"353"," Dielma","BRD",0,0
"354"," Dietzia","BRD",0.00132354850532005,0.00132354850532005
"355"," DNF00809","BRD",2.26103004684608e-05,2.26103004684608e-05
"356"," Dokdonella","BRD",0,0
"357"," Dongia","BRD",0,0
"358"," Dorea","BRD",0.000428804420562165,0.000428804420562165
"359"," DSSF69","BRD",2.34914343002408e-06,2.34914343002408e-06
"360"," DTU089","BRD",3.4229751718119e-06,3.4229751718119e-06
"361"," Duganella","BRD",2.13367374830423e-05,2.13367374830423e-05
"362"," Dyadobacter","BRD",6.64959313474951e-05,6.64959313474951e-05
"363"," Dysgonomonadaceae","BRD",0,0
"364"," Dysgonomonas","BRD",1.16044658127305e-06,1.16044658127305e-06
"365"," Edaphobaculum","BRD",9.16530431054292e-06,9.16530431054292e-06
"366"," Eggerthella","BRD",5.16422905665685e-07,5.16422905665685e-07
"367"," Eggerthellaceae","BRD",3.64395914589087e-06,3.64395914589087e-06
"368"," Egicoccus","BRD",7.67588425227101e-07,7.67588425227101e-07
"369"," Eisenbergiella","BRD",4.29538065621272e-05,4.29538065621272e-05
"370"," Elizabethkingia","BRD",7.72663249701649e-05,7.72663249701649e-05
"371"," Ellin6055","BRD",1.47443933806504e-07,1.47443933806504e-07
"372"," Ellin6067","BRD",2.99634086853135e-07,2.99634086853135e-07
"373"," Elusimicrobium","BRD",1.39144037402512e-05,1.39144037402512e-05
"374"," EMP-G18","BRD",5.71914276452421e-06,5.71914276452421e-06
"375"," Empedobacter","BRD",0.00339301965968224,0.00339301965968224
"376"," Emticicia","BRD",0,0
"377"," Endobacter","BRD",0,0
"378"," Enhydrobacter","BRD",0.0002437845849218,0.0002437845849218
"379"," Ensifer","BRD",2.22983090077364e-07,2.22983090077364e-07
"380"," Enteractinococcus","BRD",0.000201651677533399,0.000201651677533399
"381"," Enterobacterales","BRD",3.18307693129327e-05,3.18307693129327e-05
"382"," Enterobacteriaceae","BRD",0.000930709105338,0.000930709105338
"383"," Enterococcus","BRD",0.00191339129052786,0.00191339129052786
"384"," Enterorhabdus","BRD",8.19372556823997e-06,8.19372556823997e-06
"385"," env.OPS_17","BRD",3.86436463688434e-06,3.86436463688434e-06
"386"," Eoetvoesia","BRD",4.78929955536143e-07,4.78929955536143e-07
"387"," EPR3968-O8a-Bc78","BRD",1.00404085205983e-06,1.00404085205983e-06
"388"," Epulopiscium","BRD",1.12529676513905e-06,1.12529676513905e-06
"389"," Ercella","BRD",0,0
"390"," Erwiniaceae","BRD",0.000486202095151353,0.000486202095151353
"391"," Erysipelatoclostridium","BRD",8.35154555720474e-06,8.35154555720474e-06
"392"," Erysipelothrix","BRD",2.96793574590118e-05,2.96793574590118e-05
"393"," Erysipelotrichaceae","BRD",3.15907656401142e-07,3.15907656401142e-07
"394"," Erysipelotrichaceae_UCG-002","BRD",7.24578733017552e-07,7.24578733017552e-07
"395"," Erysipelotrichaceae_UCG-003","BRD",3.80145462893902e-05,3.80145462893902e-05
"396"," Erysipelotrichaceae_UCG-006","BRD",2.77064177064738e-06,2.77064177064738e-06
