"","Name","ID","Status","State","Farm","Date.of.colleciton","RectaTemp","X16S.copies","Hscopy_log","HScopies","HSpre_abs","MBcopy_log","MBpre_abs","MBcopies","MHcopy_log","MHpre_abs","MHcopies","PMcopy_log","PMpre_abs","PMcopies","quality","HSRel","PMRel","MBRel","MHRel","BactABund","HSRelBact","PMRelBact","MBRelBact","MHRelBact","X16S_log"
"13","Beef 11","Beef11","Healthy","TX","Cactus","3/9/21",101.5,4334528.83,4.594586581,39317.56208,1,3.646246362,1,4428.395103,2.230448921,0,170,4.910472883,1,81371.60517,"Clean",0.0090707810749525,0.0187728835962085,0.00102165547322014,3.9219949080371e-05,125287.562353,0.313818557417711,0.649478716336854,0.0353458477428343,0.00135687850260046,6.63694199608891
"14","Beef 110","Beef110","BRD","CO","Five Rivers","4/9/21",107.2,515652261.3,4.512033529,32511.23965,1,2.826074803,0,670,5.242846248,1,174922.7306,4.542619275,1,34883.43751,"Clean",6.30487677258248e-05,6.76491506544665e-05,1.29932524354858e-06,0.000339226148565714,242987.40776,0.133798043074362,0.143560680084519,0.00275734453145721,0.719883932309662,8.71235692745223
"15","Beef 111","Beef111","Healthy","CO","Five Rivers","4/9/21",103.5,2125238728,5.958265153,908374.9573,1,2.826074803,0,670,2.230448921,0,170,5.110557417,1,128990.4081,"Clean",0.000427422550385596,6.06945499348156e-05,3.15258700668662e-07,7.99910136024963e-08,1038205.3654,0.874947276881025,0.124243634639956,0.000645344382074025,0.000163744096944156,9.32740772161646
"16","Beef 112","Beef112","BRD","CO","Five Rivers","4/9/21",105,780073474.2,7.445111044,27868336.4,1,5.779941788,1,602478.8253,5.471576617,1,296194.2459,3.430203883,1,2692.798664,"Clean",0.0357252711721549,3.45198081086091e-06,0.000772335998115907,0.000379700445786546,28769702.269864,0.968669614255683,9.35984195714351e-05,0.020941434139591,0.0102953531851548,8.89213551085852
"17","Beef 114","Beef114","Healthy","CO","Five Rivers","4/9/21",102.6,2403325383,4.302959291,20089.04497,1,2.826074803,0,670,3.56584156,1,3679.946966,5.485508504,1,305850.0137,"Clean",8.35885357517568e-06,0.000127261175645811,2.78780395172151e-07,1.53118965581199e-06,330289.005636,0.0608226269333937,0.926007249654161,0.00202852649820982,0.0111415969142356,9.38081257351267
"18","Beef 115","Beef115","BRD","CO","Five Rivers","4/9/21",103.6,1460348085,4.863831392,73085.52857,1,2.826074803,0,670,4.915034521,1,82230.80104,3.553658608,1,3578.150534,"Clean",5.00466493712696e-05,2.45020387314029e-06,4.58794726327182e-07,5.63090415803161e-05,159564.480144,0.458031314388036,0.0224244802525655,0.00419892948227171,0.515345275877127,9.16445638579202
"19","Beef 116","Beef116","BRD","CO","Five Rivers","4/9/21",106.2,3057265900,6.627279671,4239158.653,1,3.600323006,1,3984.033727,3.748720449,1,5606.869519,5.853642305,1,713908.0932,"Clean",0.00138658487408635,0.000233511940587176,1.30313615410423e-06,1.8339489277004e-06,4962657.649446,0.854211382780602,0.143856002897902,0.000802802451514009,0.00112981186998179,9.48533321246344
"20","Beef 117","Beef117","BRD","CO","Five Rivers","4/9/21",104.9,969457833.3,5.669718045,467431.574,1,6.086041929,1,1219107.292,2.230448921,0,170,5.709857559,1,512693.202,"Clean",0.0004821577153169,0.000528845282785338,0.00125751450978554,1.75355744376551e-07,2199402.068,0.212526659313844,0.233105719713273,0.554290327238157,7.72937347260874e-05,8.98652892457608
"21","Beef 118","Beef118","Healthy","CO","Five Rivers","4/9/21",103.1,1830894588,3.974576879,9431.415512,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,"Clean",5.15126079557782e-06,1.03774406918505e-07,3.6594132965999e-07,9.28507851376095e-08,10461.415512,0.901542960527807,0.0181619781550648,0.0640448703362811,0.0162501909808474,9.26266334117038
"22","Beef 119","Beef119","BRD","CO","Five Rivers","4/9/21",104.2,640162247.7,4.69749183,49830.10815,1,4.40450228,1,25380.62309,2.230448921,0,170,2.278753601,0,190,"Clean",7.78398106558635e-05,2.96799757690553e-07,3.96471725428803e-05,2.65557677933653e-07,75570.73124,0.659383696999675,0.00251420089341986,0.335852553939109,0.00224954816779672,8.80629005958523
"24","Beef 120","Beef120","BRD","CO","Five Rivers","4/9/21",103.8,2796747653,7.036387896,10873964.12,1,6.628468646,1,4250780.169,5.137440548,1,137227.3093,5.936109424,1,863196.0092,"Clean",0.00388807481730995,0.000308642793808756,0.00151990121970436,4.9066746923985e-05,16125167.6075,0.674347354686868,0.0535309790391585,0.263611533998748,0.0085101322752251,9.44665328245327
"25","Beef 121","Beef121","Healthy","CO","Five Rivers","4/9/21",102.1,1960800672,5.033612876,108047.0405,1,3.53276666,1,3410.096426,6.191497549,1,1554166.519,5.70376129,1,505546.712,"Clean",5.51035309416703e-05,0.000257826672144266,1.73913466814642e-06,0.000792618312097355,2171170.367926,0.0497644229564589,0.232845252251172,0.00157062590590598,0.715819698886463,9.2924334473057
"26","Beef 122","Beef122","Healthy","CO","Five Rivers","4/9/21",102.2,1217961546,3.407907838,2558.042986,1,2.826074803,0,670,2.230448921,0,170,4.584031738,1,38373.52875,"Clean",2.10026580428673e-06,3.15063549223088e-05,5.5009946923234e-07,1.39577477267907e-07,41771.571736,0.061238849286473,0.918651780510536,0.0160396167095282,0.00406975349346237,9.08563357713977
"27","Beef 123","Beef123","Healthy","CO","Five Rivers","4/9/21",102,2649194217,5.016378069,103843.2014,1,3.445008759,1,2786.177359,2.230448921,0,170,2.278753601,0,190,"Clean",3.9198032644656e-05,7.17199210162703e-08,1.05170747434106e-06,6.41704556461366e-08,106989.378759,0.97059355428087,0.00177587721513914,0.0260416257325508,0.00158894277144029,9.42311379850627
"28","Beef 124","Beef124","BRD","CO","Five Rivers","4/9/21",104.4,734271056.6,5.626296737,422957.5067,1,4.573862333,1,37485.41585,5.110035066,1,128835.3573,4.387607732,1,24412.24566,"Clean",0.000576023667143412,3.32469126224851e-05,5.10511963028668e-05,0.000175460214783032,613690.52551,0.689203253298568,0.0397794077718774,0.0610819530232249,0.209935385906329,8.86585641017386
"29","Beef 125","Beef125","BRD","CO","Five Rivers","4/9/21",104.1,157883497.2,6.279347887,1902601.729,1,5.686466716,1,485810.2977,4.849682987,1,70742.92081,3.839275206,1,6906.773373,"Clean",0.0120506687699593,4.37460120626211e-05,0.00307701758775077,0.000448070394085494,2466061.720883,0.771514237818327,0.00280073013360223,0.196998434218447,0.0286865978296236,8.19833674042506
"30","Beef 126","Beef126","BRD","CO","Five Rivers","4/9/21",104,985680021.1,6.590227715,3892491.88,1,5.066833826,1,116636.3245,5.253386818,1,179220.1425,6.314420539,1,2062626.244,"Clean",0.00394904207925007,0.00209259211899025,0.000118330819336113,0.000181823856285525,6250974.591,0.622701600099977,0.329968745508855,0.0186589023522716,0.0286707520388959,8.99373595430261
"31","Beef 128","Beef128","Healthy","CO","Five Rivers","4/9/21",102.1,942990666.6,3.70040363,5016.5325,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,"Clean",5.31981140183217e-06,2.01486617767973e-07,7.10505441602851e-07,1.80277500108186e-07,6046.5325,0.829654434173636,0.031422968453407,0.110807309809382,0.0281152875635747,8.97450739472049
"32","Beef 129","Beef129","BRD","CO","Five Rivers","4/9/21",102.6,281863098.7,6.784637575,6090284.426,1,3.759032753,1,5741.597619,3.604841669,1,4025.702422,6.701238224,1,5026182.161,"Clean",0.0216072428568671,0.0178319978180244,2.03701642587526e-05,1.4282474153471e-05,11126233.887041,0.547380586084345,0.451741551726152,0.000516041427610773,0.000361820761892201,8.45003822363455
"34","Beef 130","Beef130","BRD","CO","Five Rivers","4/9/21",104,443703812.4,5.33466428,216104.7335,1,2.826074803,0,670,4.325816657,1,21174.67033,4.558644241,1,36194.63828,"Clean",0.000487047276720672,8.15738726341401e-05,1.51001632457463e-06,4.7722534128039e-05,274144.04211,0.788289002513825,0.132027812829421,0.00244397067630295,0.0772392139804508,8.64709316126436
"35","Beef 131","Beef131","Healthy","CO","Five Rivers","4/9/21",101.8,1063914059,5.017565603,104127.5388,1,3.646424772,1,4430.214685,3.796153015,1,6253.92998,3.312261545,1,2052.397821,"Clean",9.78721334859247e-05,1.92910113710604e-06,4.1640719450254e-06,5.87822853462264e-06,116864.081286,0.891014053712278,0.017562263771853,0.0379091217442423,0.053514560771627,9.02690654828312
"36","Beef 132","Beef132","Healthy","CO","Five Rivers","4/9/21",103.6,410562001,3.593575599,3922.614223,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,"Clean",9.55425541926857e-06,4.62780285406881e-07,1.63190942748742e-06,4.14066571153525e-07,4952.614223,0.792029026767991,0.0383635775864871,0.135282089383928,0.0343253062615937,8.61337875242533
"37","Beef 133","Beef133","Healthy","CO","Five Rivers","4/9/21",NA,753883094.2,8.175370414,149751235.4,1,7.931790563,1,85465445.91,4.843358645,1,69720.20331,3.329550797,1,2135.751879,"Clean",0.198639864127623,2.8330014234719e-06,0.113366975022425,9.24814521593499e-05,235288537.265189,0.636457845080733,9.0771607653493e-06,0.363236759866774,0.00029631789172721,8.87730400496011
"38","Beef 134","Beef134","Healthy","CO","Five Rivers","4/9/21",102.9,372828579,5.275635918,188640.9254,1,4.659976041,1,45706.29742,2.230448921,0,170,2.278753601,0,190,"Clean",0.000505972277945999,5.09617584868675e-07,0.000122593331076157,4.55973628566709e-07,234707.22282,0.803728675809313,0.000809519186146706,0.194737498364304,0.000724306640236526,8.57150919676279
"39","Beef 135","Beef135","Healthy","CO","Five Rivers","4/9/21",103.5,236582558.8,4.574288299,37522.20039,1,3.782714639,1,6063.377936,2.230448921,0,170,4.795947037,1,62509.64569,"Clean",0.000158600873117279,0.000264219163099186,2.56290149483327e-05,7.1856522671104e-07,106265.224016,0.353099527502529,0.588241790941768,0.0570589107786293,0.00159977077707382,8.37398272650582
"40","Beef 136","Beef136","BRD","CO","Five Rivers","4/9/21",105.3,609587059.5,4.51156189,32475.95196,1,3.366062893,1,2323.073194,3.71340954,1,5169.035799,2.278753601,0,190,"Clean",5.32753303304005e-05,3.1168640645988e-07,3.81089650411124e-06,8.47956943711992e-06,40158.060953,0.808703189080993,0.00473130413897153,0.0578482411468738,0.128717265633162,8.78503573980613
"41","Beef 137","Beef137","Healthy","CO","Five Rivers","4/9/21",102.2,1112212073,5.314627737,206361.0539,1,4.694855151,1,49528.49726,2.230448921,0,170,4.832738192,1,68035.90909,"Clean",0.000185541102195894,6.11717052364707e-05,4.4531522775513e-05,1.52848547616872e-07,324095.46025,0.636729233235225,0.209925523293411,0.152820706657831,0.000524536813532858,9.04618760539932
"42","Beef 138","Beef138","BRD","CO","Five Rivers","4/9/21",105.6,2334035438,6.654686544,4515299.31,1,4.154475275,1,14271.68576,2.230448921,0,170,2.278753601,0,190,"Clean",0.00193454616690357,8.14040767790605e-08,6.11459685986139e-06,7.28352265917909e-08,4529930.99576,0.996769998091871,4.19432437663707e-05,0.00315053049888801,3.75281654751738e-05,9.36810744590185
"43","Beef 139","Beef139","Healthy","CO","Five Rivers","4/9/21",103.3,258379920.4,4.459270666,28791.92256,1,3.549097994,1,3540.772258,2.230448921,0,170,3.547911915,1,3531.115431,"Clean",0.000111432508050266,1.3666369373957e-05,1.37037438997524e-05,6.5794586412451e-07,36033.810249,0.799025203303307,0.0979945058987481,0.0982624994007749,0.00471779139717032,8.41225876178438
"45","Beef 140","Beef140","Healthy","CO","Five Rivers","4/9/21",102.2,251810823.1,4.435392819,27251.65105,1,3.831379677,1,6782.341875,4.768520598,1,58684.12018,3.540910762,1,3474.647575,"Clean",0.000108222715427834,1.37986426962281e-05,2.69342746729618e-05,0.000233048442706115,96192.76068,0.283302515255351,0.0361217159216269,0.0705078202045007,0.610067948618522,8.40107439434161
"46","Beef 141","Beef141","BRD","CO","Five Rivers","4/9/21",103.6,1104988471,3.820860981,6620.045595,1,2.826074803,0,670,2.230448921,0,170,5.868002958,1,737909.2555,"Clean",5.99105399625477e-06,0.000667798148909374,6.06341167879932e-07,1.53847759014311e-07,745369.301095,0.00888156459526128,0.989991477266315,0.000898883277075837,0.0002280748613476,9.04335774718592
"47","Beef 142","Beef142","BRD","CO","Five Rivers","4/9/21",104.2,88880002.81,3.297862134,1985.464533,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,"Clean",2.23387091609837e-05,2.1377137037919e-06,7.53825358705566e-06,1.91269120865591e-06,3015.464533,0.658427420144358,0.0630085341481282,0.222187988838136,0.0563760568693779,7.94880406454962
"48","Beef 144","Beef144","BRD","CO","Five Rivers","4/9/21",104.1,833923168.4,4.507572136,32178.96982,1,3.46315198,1,2905.039083,2.230448921,0,170,3.413329233,1,2590.175748,"Clean",3.85874515055625e-05,3.10601245552347e-06,3.48358121357119e-06,2.03855710504085e-07,37844.184651,0.850301575176087,0.0684431643034898,0.0767631568704767,0.00449210364994633,8.92112604027484
"49","Beef 145","Beef145","Healthy","CO","Five Rivers","4/9/21",102.6,278060454.7,6.027653848,1065746.336,1,4.029303909,1,10698.03239,2.230448921,0,170,2.278753601,0,190,"Clean",0.00383278642462782,6.83304643966692e-07,3.84737642810163e-05,6.11377839338619e-07,1076804.36839,0.989730695087601,0.000176448021179633,0.00993498234595326,0.000157874545265987,8.44413923017156
"50","Beef 146","Beef146","Healthy","CO","Five Rivers","4/9/21",103.6,103191994.2,3.948441336,8880.580109,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,"Clean",8.6058808901282e-05,1.84122810565861e-06,6.49275174100667e-06,1.64741462085244e-06,9910.580109,0.896070665019434,0.0191714307245705,0.0676045188708539,0.017153385385142,8.01364600954602
"51","Beef 147","Beef147","BRD","CO","Five Rivers","4/9/21",102.6,1270766339,6.39392115,2476972.299,1,6.93569381,1,8623703.386,3.390868098,1,2459.620464,6.276978469,1,1892249.805,"Clean",0.00194919571205293,0.00148906195177397,0.00678622270777665,1.93554108927338e-06,12995385.110464,0.190603993490391,0.145609367395841,0.663597370350811,0.000189268762956435,9.10406570273532
"52","Beef 148","Beef148","Healthy","CO","Five Rivers","4/9/21",104.7,323953842.3,5.779141777,601370.025,1,4.490488499,1,30937.73383,5.358792518,1,228450.7132,3.35669164,1,2273.482626,"Clean",0.00185634478273327,7.01792147257393e-06,9.55004379955768e-05,0.000705195257380036,863031.954656,0.696810844321173,0.0026342971586796,0.035847726915664,0.264707131604483,8.51048313666314
"53","Beef 149","Beef149","BRD","CO","Five Rivers","4/9/21",103.5,218228195.5,5.227095322,168692.3242,1,2.826074803,0,670,4.204600102,1,16017.69804,3.572545119,1,3737.189491,"Clean",0.000773008839730795,1.71251449998816e-05,3.07018072740284e-06,7.33988474921885e-05,189117.211731,0.891998790887144,0.0197612340875445,0.00354277642879489,0.0846971985965167,8.33891086354481
"54","Beef 15","Beef15","Healthy","TX","Cactus","3/10/21",102.2,1428446133,5.096365292,124843.3149,1,2.826074803,0,670,2.230448921,0,170,3.350804381,1,2242.871443,"Clean",8.7397985836404e-05,1.57014772288932e-06,4.69041138144199e-07,1.19010438036588e-07,127926.186343,0.975901169798542,0.0175325436262622,0.00523739524450118,0.00132889133069433,9.15486386799658
"55","Beef 150","Beef150","BRD","CO","Five Rivers","4/9/21",103.6,320414688.7,3.334587968,2160.667642,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,"Clean",6.7433476622634e-06,5.92981553907145e-07,2.0910402164094e-06,5.3056244296955e-07,3190.667642,0.677183550413804,0.0595486654576478,0.20998739924539,0.0532803848831586,8.50571241849025
"56","Beef 151","Beef151","BRD","CO","Five Rivers","4/9/21",105.4,21559674614,7.296397687,19787807.96,1,5.671685269,1,469553.7017,5.248116533,1,177058.3991,6.135585254,1,1366423.285,"Clean",0.000917815705212479,6.33786599039254e-05,2.17792573453354e-05,8.21248011716398e-06,21800843.3458,0.907662499387309,0.0626775424843024,0.0215383274055983,0.00812163072279086,10.3336422020631
"57","Beef 152","Beef152","BRD","CO","Five Rivers","4/9/21",107.1,90620169.2,4.331387893,21448.05394,1,2.826074803,0,670,2.230448921,0,170,3.36337658,1,2308.748254,"Clean",0.000236680797766597,2.5477200874615e-05,7.39349756146781e-06,1.87596206783512e-06,24596.802194,0.87198546261562,0.0938637565887806,0.0272393132536324,0.00691146754196644,7.95722487352239
"58","Beef 153","Beef153","BRD","CO","Five Rivers","4/9/21",102.2,1283392024,6.368280963,2334968.16,1,4.029820539,1,10710.76619,3.693382457,1,4936.083036,4.080335597,1,12031.93832,"Clean",0.00181937250375182,9.37510760157256e-06,8.34566990421003e-06,3.84612257493662e-06,2362646.947546,0.988284839774834,0.00509256718719534,0.00453337567050587,0.00208921736746446,9.10835933625698
"59","Beef 154","Beef154","Healthy","CO","Five Rivers","4/9/21",102.6,2234629774,5.31078346,204542.4531,1,3.444988484,1,2786.047288,3.790355701,1,6171.002197,3.576695337,1,3773.074118,"Clean",9.15330384835372e-05,1.68845603056929e-06,1.24676012125846e-06,2.76153225415675e-06,217272.576703,0.941409432353714,0.0173656251297539,0.0128228206719727,0.0284021218445595,9.34920558116232
"60","Beef 155","Beef155","Healthy","TX","Cactus","4/7/21",102.5,1828644507,5.948502752,888183.6036,1,2.826074803,0,670,3.292777057,1,1962.352653,5.267509773,1,185144.0556,"Clean",0.000485705997092414,0.000101246609109247,3.66391607245289e-07,1.07311872017124e-06,1075960.011853,0.825480123625027,0.172073361054699,0.000622699721754656,0.00182381559851882,9.26212928600147
"61","Beef 156","Beef156","BRD","TX","Cactus","4/7/21",104.5,485096976.7,4.595864471,39433.42238,1,4.699353296,1,50044.14758,4.039049413,1,10940.80842,4.070720487,1,11768.48308,"Clean",8.1289771476739e-05,2.42600627199497e-05,0.000103163181763033,2.25538581881663e-05,112186.86146,0.351497687579574,0.104900724798296,0.44607850624151,0.0975230813806207,8.68582856884931
"63","Beef 16","Beef16","Healthy","TX","Cactus","3/11/21",102.1,161766.89,7.757057648,57155449.98,1,2.826074803,0,670,2.230448921,0,170,5.661879145,1,459070.2459,"Clean",353.319829416267,2.8378504766952,0.00414176226049719,0.0010508949019172,57615360.2259,0.992017575797552,0.00796784475702424,1.16288433739379e-05,2.95060205010364e-06,5.20889232086251
"64","Beef 160","Beef160","BRD","TX","Cactus","4/13/21",104.2,1014321244,5.181126783,151749.3304,1,2.826074803,0,670,5.793000263,1,620869.4098,3.175175639,1,1496.84089,"Clean",0.000149606775267343,1.4757069309691e-06,6.60540242022181e-07,0.000612103328676807,774785.58109,0.195859776051218,0.00193194210957589,0.000864755380524011,0.801343526458682,9.0061755218964
"65","Beef 161","Beef161","BRD","TX","Cactus","4/14/21",104.7,857593825.7,6.652769892,4495416.049,1,2.826074803,0,670,2.230448921,0,170,5.012805698,1,102992.5232,"Clean",0.00524189413949042,0.000120094758280161,7.81255624657886e-07,1.982290390923e-07,4599248.5722,0.977424024474865,0.0223933369947723,0.000145675970646551,3.69625597162891e-05,8.93328164613627
"66","Beef 163","Beef163","BRD","TX","Cactus","4/13/21",105.2,5184214.69,6.827497954,6721991.429,1,3.308101857,1,2032.833722,3.241128264,1,1742.321371,3.432147034,1,2704.873969,"Clean",1.29662674695287,0.000521751920154372,0.000392119895405026,0.000336082024990365,6728471.458062,0.999036924046956,0.000402004227239315,0.000302124150287399,0.000258947575516927,6.71468306211951
"68","Beef 165","Beef165","Healthy","TX","Cactus","4/13/21",101.7,54894641.82,4.368835009,23379.48868,1,2.826074803,0,670,2.230448921,0,170,3.848081962,1,7048.260742,"Clean",0.000425897462937486,0.000128396151396912,1.22051985000091e-05,3.09684141045007e-06,31267.749422,0.747718947227784,0.225416311448397,0.021427829389236,0.00543691193458228,7.73952996362613
"69","Beef 166","Beef166","BRD","TX","Cactus","4/14/21",104.2,16896187.63,4.551635754,35615.23009,1,2.826074803,0,670,4.16300963,1,14554.91353,3.76267191,1,5789.911298,"Clean",0.00210788556980531,0.000342675603798323,3.96539157040599e-05,0.000861431812236569,56630.054918,0.62891039292776,0.102240962089543,0.0118311734108356,0.257017471571861,7.2277887493688
"70","Beef 167","Beef167","Healthy","TX","Cactus","4/14/21",101.5,25510440.96,2.278753601,190,0,2.826074803,0,670,3.362935587,1,2306.405087,3.267062572,1,1849.535075,"Clean",7.44793084125505e-06,7.25011017214498e-05,2.62637561244257e-05,9.04102398941833e-05,5015.940162,0.0378792397563693,0.368731487072313,0.133574161246144,0.459815111925173,7.40671798268374
"71","Beef 168","Beef168","Healthy","TX","Cactus","4/14/21",102.3,3720886.29,3.003711423,1008.582488,1,2.826074803,0,670,2.230448921,0,170,3.536113921,1,3436.480797,"Clean",0.000271059744746997,0.00092356512109377,0.000180064626484461,4.56880395557586e-05,5285.063285,0.190836406985427,0.650225098865585,0.126772370333121,0.0321661238158665,6.57064651493623
"72","Beef 169","Beef169","Healthy","TX","Cactus","4/13/21",102.5,6643490.16,2.278753601,190,0,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,"Clean",2.8599425215375e-05,2.8599425215375e-05,0.000100850604706849,2.55889594032303e-05,1220,0.155737704918033,0.155737704918033,0.549180327868853,0.139344262295082,6.82239636145743
"74","Beef 170","Beef170","BRD","TX","Cactus","4/13/21",105.5,3068387.1,4.744737968,55556.89528,1,2.826074803,0,670,3.897805775,1,7903.251004,2.278753601,0,190,"Clean",0.0181062211088034,6.1921782945835e-05,0.00021835576091426,0.0025757020696639,64320.146284,0.863755735795335,0.0029539733812338,0.0104166429759297,0.122873647847502,6.48691028977128
"75","Beef 171","Beef171","Healthy","TX","Cactus","4/13/21",103,2509307.39,3.298867532,1990.066241,1,2.826074803,0,670,2.230448921,0,170,3.476293406,1,2994.286872,"Clean",0.000793073917101882,0.00119327224872199,0.000267005948601618,6.77477780033956e-05,5824.353113,0.341680217938393,0.514097757108292,0.115034234188953,0.0291877907643612,6.39955403869401
"76","Beef 172","Beef172","Healthy","TX","Cactus","4/14/21",102.7,10905494.25,2.91191905,816.4301799,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,"Clean",7.48641153884429e-05,1.74224107265932e-05,6.14369220358811e-05,1.55884727553728e-05,1846.4301799,0.442166830236829,0.102901264325245,0.362862353146917,0.0920695522910089,7.03764539292786
"77","Beef 174","Beef174","BRD","TX","Cactus","4/13/21",104.8,12394605.87,3.739934683,5494.582306,1,2.826074803,0,670,3.60128841,1,3992.899784,2.278753601,0,190,"Clean",0.000443304318316336,1.53292490291989e-05,5.40557728924381e-05,0.000322148184934581,10347.48209,0.531006698848029,0.0183619549516901,0.0647500516717492,0.385881294528532,7.09323275644492
"78","Beef 176","Beef176","Healthy","TX","Cactus","4/13/21",101.5,18921323.21,3.177551516,1505.052039,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,"Clean",7.95426420391452e-05,1.00415810190053e-05,3.54097856985976e-05,8.98457249068893e-06,2535.052039,0.593696703596545,0.0749491517637441,0.26429437727215,0.0670597673675605,7.27695152725453
